id,Date,price,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,sqft_basement,yr_built,yr_renovated,zipcode,lat,long
8106100105,11/14/14,3850000,4,4.25,21300,2,1,4,4,0,1980,0,98040,47.585,-122.222
1224059053,10/27/14,1700000,5,2,15250,2,1,4,5,0,1942,0,98008,47.5883,-122.111
3343301920,03/02/15,1650000,3,2.75,8890,2,1,4,4,0,1975,1991,98006,47.5487,-122.197
7524900003,12/10/14,3278000,2,1.75,10000,2.5,1,4,3,2490,2001,0,98008,47.6042,-122.112
9275700016,07/06/14,1280000,4,2.5,4620,1.5,0,4,3,1140,1917,2005,98116,47.5875,-122.382
7856400240,06/27/14,1620000,4,3,9750,1,0,4,5,1380,1972,0,98006,47.5605,-122.158
7738500731,08/15/14,4500000,5,5.5,40014,2,1,4,3,290,2004,0,98155,47.7493,-122.28
7851980260,07/30/14,1110000,5,3.5,12231,2,0,4,3,2600,2001,0,98065,47.5373,-121.865
9294300615,09/18/14,925000,4,1.75,11793,1,0,4,3,1020,1950,0,98115,47.6807,-122.267
4114601570,11/18/14,3600000,3,3.25,12431,2,1,4,3,1600,1941,2002,98144,47.5925,-122.287
7784000110,07/22/14,765000,5,1.75,15143,1.5,0,4,4,700,1944,0,98146,47.4948,-122.37
1827200265,09/11/14,1899000,2,2.75,32044,2,1,4,3,0,1989,0,98166,47.4485,-122.369
8073000495,10/10/14,700000,2,1,17635,1,1,4,3,0,1945,0,98178,47.5117,-122.248
3343301910,10/20/14,1000000,5,4.5,8944,2,1,4,5,0,1939,1963,98006,47.5488,-122.197
9829200495,03/25/15,921000,4,2.5,5362,2,0,4,4,300,1928,0,98122,47.6044,-122.284
4039701080,06/25/14,905000,5,3.5,10200,1,0,4,3,1440,1970,0,98008,47.6134,-122.112
9272200090,02/04/15,1598890,4,4.5,6000,2,0,4,4,1010,1910,1977,98116,47.5922,-122.388
9294300600,04/15/15,1240000,4,3,6139,2,0,4,5,450,1950,1972,98115,47.6799,-122.268
6744700900,04/29/15,795000,4,2.5,13450,1,0,4,3,1060,1948,0,98155,47.7429,-122.285
4219401080,05/20/14,1740000,4,3.75,4545,1.5,0,4,3,700,1926,1999,98105,47.6561,-122.274
8550001515,10/01/14,429592,2,2.75,10946,1.5,1,4,5,704,1903,0,98070,47.3551,-122.475
1269200229,07/23/14,1379900,3,3.25,38038,1,1,4,3,1852,1978,2006,98070,47.3907,-122.448
724069059,05/09/14,2400000,3,2.25,11665,1.5,1,4,3,0,2001,0,98075,47.5884,-122.086
3585900090,04/15/15,937500,4,2.5,21100,1,0,4,3,600,1956,0,98177,47.7598,-122.372
2303900090,07/29/14,2880500,4,2.5,32033,2,0,4,4,1370,1994,0,98177,47.7288,-122.37
3342104046,07/08/14,1570000,4,2.25,18226,3,1,4,3,0,1984,0,98056,47.5169,-122.209
913000315,06/05/14,1300000,6,4.5,3880,3,0,4,4,1120,1977,0,98116,47.5837,-122.399
7781600025,10/23/14,1155000,3,2.5,24691,1,1,4,4,910,1961,0,98146,47.488,-122.364
7639900025,06/28/14,1075000,4,4.25,8750,1,0,4,5,1360,1951,0,98177,47.7222,-122.367
3760500336,11/26/14,2125000,4,2.75,19513,2,0,4,4,0,1982,0,98034,47.6991,-122.235
4166600115,11/21/14,1150000,3,2.75,75889,2,1,4,3,0,1925,1993,98023,47.3344,-122.37
7855900110,07/18/14,1088890,4,2.75,11350,1,0,4,4,1680,1974,0,98006,47.568,-122.153
3505100756,11/06/14,2050000,4,3,18834,1,0,4,5,2100,1971,0,98116,47.5811,-122.4
5154200015,04/14/15,1705000,3,3,27702,2,1,4,3,0,2000,0,98116,47.5596,-122.403
7781600100,09/05/14,1338750,3,2.75,38869,1.5,1,4,3,790,1963,2001,98146,47.4857,-122.361
3585900495,11/10/14,1250000,3,2.5,18505,1,0,4,3,1140,1983,0,98177,47.7588,-122.376
1724069059,05/24/14,2000000,5,4,4443,3,1,4,3,0,2004,0,98075,47.5682,-122.059
9272201250,03/30/15,1260000,2,1.5,7225,1.5,0,4,3,1040,1910,2008,98116,47.5892,-122.383
2998800110,03/25/15,1345000,4,3.25,4920,2,0,4,3,920,2014,0,98116,47.5727,-122.409
9201300050,08/14/14,1850000,5,2.25,8442,2,1,4,3,0,1963,2001,98075,47.5784,-122.076
121029034,06/24/14,549000,2,1,13392,1,1,4,5,875,1947,0,98070,47.3312,-122.503
7856410430,05/30/14,1385000,6,2.75,20000,1,0,4,4,2850,1977,0,98006,47.5601,-122.16
3741600020,09/15/14,540000,3,2.25,20018,1,0,4,3,630,1948,0,98166,47.4544,-122.366
139000185,04/28/15,800000,3,2.5,4440,2,0,4,3,0,1945,0,98116,47.5865,-122.397
9253900417,01/28/15,1600000,3,2.5,19593,1.5,1,4,3,1060,1978,0,98008,47.5894,-122.111
9201300020,08/11/14,1517000,3,2.25,9409,1,1,4,4,0,1963,0,98075,47.5789,-122.076
6744701310,04/15/15,1850000,4,2.5,11972,1,1,4,3,1460,1981,0,98155,47.7404,-122.284
623059016,07/17/14,1100000,4,3.25,11774,2,1,4,3,580,1956,1991,98178,47.5033,-122.225
9829200250,01/05/15,1697000,3,2,6600,2,0,4,3,670,1970,2014,98122,47.6055,-122.285
3585900500,04/02/15,1525000,4,4.25,21000,3,0,4,5,0,1971,0,98177,47.7591,-122.376
9275700005,04/27/15,1052000,3,2.25,6092,2,0,4,4,960,1983,0,98116,47.5878,-122.381
3585900460,05/01/15,1058800,6,2.75,20000,1,0,4,3,850,1965,0,98177,47.7599,-122.375
2024069008,06/19/14,2200000,5,4.75,10450,2,1,4,3,1940,2002,0,98027,47.5554,-122.077
7855000460,10/07/14,1450000,3,2.75,9671,1,0,4,5,1800,1967,0,98006,47.5654,-122.158
7853221330,12/03/14,675000,4,2.5,6000,2,0,4,3,0,2004,0,98065,47.5333,-121.859
4058801702,02/06/15,800000,4,2.5,10037,1,0,4,3,1490,1953,0,98178,47.5095,-122.247
2624049091,03/13/15,2903000,5,2.5,91681,2,1,4,3,0,1925,0,98118,47.5379,-122.264
3867400130,07/09/14,810000,4,1.75,3988,1,0,4,4,1000,1958,0,98116,47.5925,-122.391
7936500190,10/21/14,1339000,4,3.75,34689,1.5,1,4,3,0,1955,0,98136,47.5489,-122.398
2626069030,02/09/15,1940000,4,5.75,223462,2,0,4,3,1000,2000,0,98053,47.7097,-122.013
4217402115,04/21/15,3650000,6,4.75,19401,1.5,1,4,5,1570,1936,0,98105,47.6515,-122.277
1024039049,05/12/14,1015000,3,2.5,34527,1,0,4,4,1120,1954,1983,98116,47.5799,-122.4
226039316,06/03/14,941500,5,3.5,9680,2,0,4,3,1030,1980,0,98177,47.7757,-122.391
7603100020,08/05/14,969000,4,2,5000,2,0,4,5,250,1919,0,98116,47.5619,-122.405
5442300807,06/24/14,2700000,5,2.75,13800,2,1,4,3,0,1959,1980,98040,47.5919,-122.251
3222049024,05/22/14,361000,3,1,4046,1.5,0,4,4,0,1922,0,98198,47.344,-122.331
868002335,03/04/15,1430000,3,2.75,9204,1.5,0,4,3,1230,1975,0,98177,47.7039,-122.385
2927600630,04/16/15,995000,4,3.5,9550,2,0,4,5,250,1978,0,98166,47.454,-122.373
4139470010,10/06/14,1615000,4,3.25,12281,2,0,4,3,1230,1996,0,98006,47.5507,-122.113
8965520190,10/30/14,1200000,3,2.5,16622,1,0,4,3,1010,1991,0,98006,47.5638,-122.105
4131900066,08/25/14,3100000,3,3,13085,2,1,4,4,0,1996,0,98040,47.5716,-122.204
2818100255,10/29/14,922000,4,2.5,14126,1,0,4,4,1000,1941,0,98117,47.6983,-122.397
1250202660,09/24/14,825000,4,1,6300,1.5,0,4,4,140,1921,0,98144,47.5917,-122.29
3761700053,01/05/15,2150000,3,2.75,9610,3,1,4,3,0,1989,2000,98034,47.7205,-122.26
5104531120,03/23/15,775000,5,2.75,12077,2,0,4,3,0,2005,0,98038,47.3525,-122.002
9362000040,06/23/14,3400000,3,4.5,17826,2,1,4,3,1490,2005,0,98040,47.5348,-122.243
4134300175,04/17/15,1851000,4,2.5,14866,1,1,4,3,2050,1965,0,98006,47.5571,-122.193
1924059029,06/17/14,4668000,5,6.75,13068,1,1,4,3,4820,1983,2009,98040,47.557,-122.21
9273200115,12/17/14,1250000,4,2.75,12500,1,0,4,4,2060,1947,0,98116,47.5914,-122.385
1121039059,05/22/14,503000,2,1.75,59612,1,1,4,3,1350,1948,2003,98023,47.3276,-122.389
9279700150,02/12/15,1625000,4,3.75,8112,3,0,4,3,840,2003,0,98116,47.5888,-122.392
6908200650,05/27/14,732000,3,2.5,1987,2,0,4,3,920,2004,0,98107,47.6735,-122.405
7129303045,04/17/15,949950,5,2.5,1989,2,1,4,3,0,1959,0,98118,47.5193,-122.257
5250300035,10/08/14,910000,4,1.5,9000,2,0,4,3,800,1939,0,98118,47.5682,-122.274
221029019,04/28/15,400000,3,2.5,32718,2,1,4,3,540,1919,1983,98070,47.3338,-122.511
7129302806,02/03/15,408000,3,1,8000,1,0,4,3,0,1950,0,98118,47.5169,-122.255
724069023,04/14/15,1247000,1,1.25,5070,1.5,1,4,4,580,1967,0,98075,47.5814,-122.081
8653600100,03/30/15,750000,5,2.5,15593,2,0,4,3,0,1986,0,98074,47.6142,-122.065
7284900405,07/14/14,775000,4,2.5,8400,2,0,4,3,830,1955,1987,98177,47.7704,-122.386
823069044,03/25/15,833450,5,4,269345,2,0,4,3,1130,1996,0,98027,47.4992,-122.06
3343302110,03/06/15,1800000,3,3,13295,2,1,4,4,420,1933,1989,98006,47.5466,-122.197
7855200120,05/09/14,1370000,4,2.75,9450,1,0,4,5,1760,1962,0,98006,47.5627,-122.156
7855400330,06/04/14,1100000,5,2.75,8737,1,0,4,5,1190,1969,0,98006,47.5667,-122.155
8833510230,06/04/14,603500,4,2.5,9734,1,0,4,3,1910,1977,0,98028,47.7678,-122.254
7203600040,07/25/14,625000,3,1.5,5978,1.5,1,4,4,0,1926,0,98198,47.3449,-122.329
3222049055,01/16/15,650000,3,1.75,19386,1,1,4,3,1400,1965,0,98198,47.3554,-122.324
7352200100,02/24/15,1360000,2,1.75,14138,2,1,4,3,500,1931,1991,98125,47.7142,-122.277
1454600156,06/25/14,860000,5,3.25,9648,2,0,4,4,1500,1968,0,98125,47.7262,-122.282
3124059023,02/13/15,1955000,3,1.75,12566,1,1,4,4,1390,1960,0,98040,47.5287,-122.22
7935000625,04/09/15,975000,3,2.5,7000,2.5,0,4,3,0,1915,1999,98136,47.5465,-122.398
2622049052,05/16/14,400000,3,2.5,83199,2,0,4,3,0,1973,0,98032,47.3581,-122.266
7856400410,07/29/14,1100000,4,2.25,8540,1,0,4,4,1650,1973,0,98006,47.5603,-122.158
3524039144,10/07/14,700000,2,1,9855,1,0,4,3,300,1948,0,98136,47.5264,-122.384
7352200025,10/13/14,1190000,2,1.75,8112,1,1,4,4,1040,1939,1984,98125,47.7134,-122.277
9208900037,09/19/14,6885000,6,7.75,31374,2,0,4,3,1030,2001,0,98039,47.6305,-122.24
8129700644,07/03/14,715000,3,4,2250,3,0,4,3,0,1997,0,98103,47.6598,-122.355
7852011070,01/09/15,1140000,6,3.75,20197,2,0,4,3,2060,2005,0,98065,47.5398,-121.869
121039083,02/06/15,629000,3,1.75,12367,2,1,4,4,340,1970,0,98023,47.3311,-122.375
2818100060,05/20/14,1275000,4,2,7861,1,0,4,4,1400,1970,0,98117,47.6995,-122.397
7631200310,11/06/14,985000,2,2.5,26761,2,1,4,3,0,1990,0,98166,47.4499,-122.376
625059036,08/13/14,2700000,5,4,27295,2,1,4,3,1000,1949,1985,98033,47.6803,-122.214
2323089065,12/17/14,800000,4,2.75,322188,1,0,4,3,2200,1989,0,98045,47.4626,-121.739
3577000116,03/25/15,680000,4,1,12137,1,0,4,4,560,1956,0,98028,47.7473,-122.261
3225069301,06/12/14,1228000,4,2.5,44947,2,0,4,3,1450,1991,0,98074,47.6052,-122.064
333100295,11/24/14,3120000,3,3.5,56609,2,1,4,3,0,1993,0,98034,47.6997,-122.24
3222049159,12/01/14,799000,4,3.5,20107,2,0,4,3,1070,1990,0,98198,47.355,-122.319
7852160310,08/14/14,1010000,4,2.75,15877,1,0,4,3,0,2005,0,98065,47.5364,-121.856
7779200105,07/18/14,945000,4,2.25,9000,1,0,4,5,420,1967,0,98146,47.4884,-122.363
6117502220,11/17/14,1575000,3,3,22672,1.5,1,4,4,0,1952,0,98166,47.4414,-122.354
7922900030,10/03/14,851000,3,2.75,10350,1,0,4,4,1330,1971,0,98008,47.5868,-122.116
5154700060,10/15/14,1662000,4,2.75,19200,1,1,4,4,1570,1951,0,98136,47.525,-122.393
7936500172,05/28/14,1175000,3,2.5,23180,1,1,4,3,870,1937,1998,98136,47.5495,-122.398
7567600030,01/27/15,750000,5,1.75,13290,1,1,4,4,1240,1954,0,98178,47.5022,-122.223
8923100125,06/20/14,1234580,5,3.25,6551,1.5,0,4,4,740,1939,0,98115,47.6792,-122.273
3761100045,06/18/14,3000000,4,4.25,12445,2,1,4,5,1000,1989,0,98034,47.7011,-122.244
328000160,12/11/14,1400000,5,3.75,7920,3,0,4,3,800,1983,0,98115,47.6865,-122.266
3426049284,08/19/14,2300000,4,3.25,15929,2,1,4,3,1390,2001,0,98115,47.6934,-122.271
5119400075,06/20/14,950000,3,3.25,18892,1,1,4,4,1400,1962,0,98198,47.3881,-122.326
624069035,12/09/14,2750000,4,4,5575,2,1,4,4,1270,1993,0,98075,47.5968,-122.083
7129302800,12/12/14,420000,3,1.5,5000,1,0,4,4,750,1958,0,98118,47.5168,-122.256
8964800890,01/09/15,3200000,3,3.25,13363,1,0,4,3,1800,1995,0,98004,47.6205,-122.214
2013802030,09/11/14,357000,3,2,53882,1,1,4,3,0,1955,0,98198,47.3811,-122.325
7284900030,05/22/14,850000,4,3.25,6744,2,0,4,3,0,1923,2015,98177,47.768,-122.388
5569700075,05/28/14,968000,6,2.75,17580,1,0,4,5,1540,1959,0,98075,47.5739,-122.069
486000520,06/06/14,1370000,2,2.25,16940,1.5,0,4,4,530,1936,0,98117,47.6792,-122.404
2303900045,06/23/14,1580000,4,2.5,74487,2,0,4,5,0,1948,1985,98177,47.7282,-122.372
4139420640,10/30/14,1785000,4,3.5,14300,1,0,4,3,2580,1996,0,98006,47.5511,-122.114
3221069035,06/20/14,400000,4,1.75,189486,2,0,4,3,0,1972,0,98092,47.2585,-122.061
2623039082,02/18/15,770000,3,3.5,21744,2,1,4,4,300,1930,0,98166,47.4536,-122.376
8920100041,04/28/15,815000,4,1.75,14880,1,0,4,5,1410,1962,0,98075,47.5907,-122.086
4107100204,08/21/14,2135000,4,3.25,17820,1,0,4,4,1230,1975,0,98004,47.6224,-122.215
5350201180,07/20/14,1665000,4,3.75,8395,2,0,4,4,810,1993,0,98122,47.6134,-122.282
6329000070,10/15/14,1072500,3,2.25,21480,2,0,4,3,1100,1941,1989,98146,47.5027,-122.381
98001070,08/18/14,1169000,5,4.25,13252,2,0,4,3,0,2004,0,98075,47.5878,-121.969
4114601580,07/24/14,1900000,6,4,13237,2,1,4,3,180,1942,1983,98144,47.5924,-122.287
7922900040,05/22/14,1075000,4,3,9200,1,0,4,4,1500,1976,0,98008,47.5866,-122.116
3225069241,04/22/15,2000000,3,2.5,21064,1,1,4,3,1200,1968,0,98074,47.6092,-122.073
7490000040,07/18/14,2535000,5,3.25,10626,1,0,4,4,0,1963,0,98004,47.624,-122.221
1225069038,05/05/14,2280000,7,8,307752,3,0,4,3,4130,1999,0,98053,47.6675,-121.986
2424049029,05/29/14,3100000,6,4.25,15682,3,0,4,4,1650,1999,0,98040,47.5552,-122.231
3867400175,02/24/15,850000,2,1.5,4144,1,0,4,4,900,1962,0,98116,47.5934,-122.39
3222049044,06/12/14,835000,3,3,12523,2,1,4,4,1190,1977,0,98198,47.3571,-122.324
5647900650,11/20/14,500000,5,3,25474,2,0,4,3,1630,1986,0,98001,47.3296,-122.256
7856410411,09/22/14,1698890,4,4.5,15246,2,0,4,3,920,2004,0,98006,47.56,-122.161
9273200145,10/10/14,1260000,3,3.5,3960,2,0,4,3,460,1991,0,98116,47.5909,-122.384
2521059042,11/07/14,456000,5,2.75,193406,1,0,4,4,1020,1968,0,98092,47.2838,-122.121
9322800230,12/12/14,1250000,4,2.5,20240,2,0,4,4,0,1985,0,98146,47.5075,-122.389
2594200230,04/24/15,680000,2,1,8442,1,0,4,4,100,1941,0,98136,47.5145,-122.391
2623039018,10/27/14,685000,4,1,15239,1.5,1,4,3,180,1930,0,98166,47.4502,-122.378
1822039138,02/27/15,600000,2,2.25,18919,2,1,4,4,0,1976,0,98070,47.3905,-122.462
1724069043,06/18/14,739888,3,2.5,43177,2,0,4,4,730,1989,0,98075,47.569,-122.058
9285800330,07/02/14,732000,3,3.75,6517,2.5,0,4,4,650,1977,0,98126,47.5702,-122.38
823000174,07/28/14,920000,3,2.25,5353,2,0,4,4,1450,1947,0,98144,47.5949,-122.291
2013802060,09/27/14,500000,2,1,27332,1,1,4,4,460,1951,0,98198,47.3799,-122.325
3025059124,08/28/14,3168750,5,3.5,11979,1,0,4,3,2240,2008,0,98004,47.6251,-122.218
1251200155,09/11/14,1000000,4,3.5,4200,2,0,4,5,990,1925,0,98144,47.593,-122.289
2923500230,12/16/14,2600000,4,4.5,12195,2,1,4,3,1870,1979,0,98027,47.5696,-122.09
4039700870,02/19/15,1160000,5,1.75,9680,1,0,4,5,1430,1966,0,98008,47.6122,-122.111
6837700175,12/01/14,775000,3,1.75,12350,1,0,4,4,1990,1960,0,98116,47.5837,-122.382
220069106,04/01/15,599950,3,2.5,106722,1,0,4,3,0,1985,0,98022,47.2498,-122.003
1795800040,09/03/14,1350000,4,3.25,20388,2,0,4,4,0,1990,0,98198,47.405,-122.331
3585900150,05/19/14,1000000,2,1.75,23400,1,0,4,3,0,1951,0,98177,47.7616,-122.372
4058801575,12/17/14,415000,4,1.75,9625,1,0,4,3,1050,1955,0,98178,47.508,-122.244
3024059044,09/09/14,990000,3,1.75,24586,1,0,4,4,880,1983,0,98040,47.5314,-122.222
6102400166,09/05/14,649000,3,2,17006,2,1,4,3,0,1913,1987,98166,47.4663,-122.369
3126059023,03/03/15,3395000,4,3.5,47870,1,1,4,3,1790,1954,0,98033,47.6967,-122.216
3625059043,09/04/14,3300000,5,4.75,13873,2,1,4,4,1760,1989,0,98008,47.605,-122.112
3867400180,03/27/15,715000,2,1,3513,1,0,4,4,0,1914,0,98116,47.5935,-122.39
7784400035,08/13/14,802000,2,1.75,8700,1,0,4,4,350,1960,0,98146,47.4912,-122.365
2009003136,08/22/14,325000,1,1,12426,1,0,4,4,0,1946,0,98198,47.4047,-122.331
7558800620,08/22/14,600000,2,1.75,7764,1,1,4,4,0,1965,1986,98070,47.358,-122.446
3585300410,04/24/15,729000,3,1.5,30689,1,0,4,3,0,1953,0,98177,47.7648,-122.37
632000065,06/11/14,1989000,3,2.5,13500,1,0,4,5,1360,1950,0,98004,47.6281,-122.216
2303900035,06/11/14,2888000,5,6.25,64033,2,0,4,3,2550,1965,2003,98177,47.7295,-122.372
7936500109,07/25/14,2230000,3,3,28064,2,1,4,5,1250,1977,0,98136,47.5516,-122.398
7278100515,08/21/14,1295000,2,2.5,19449,2,1,4,5,970,1985,0,98177,47.7729,-122.393
9412400220,07/10/14,1612500,4,2.75,18200,2,1,4,3,1740,1992,0,98118,47.5316,-122.263
3623500408,03/30/15,2600000,3,3,16015,2,1,4,4,1190,1973,0,98040,47.5721,-122.239
2423029009,06/17/14,465000,2,2,19271,2,1,4,3,0,1943,1997,98070,47.4728,-122.497
7855400630,09/22/14,1030000,5,2.5,8200,1,0,4,4,1400,1962,0,98006,47.5647,-122.155
9264000010,07/29/14,535000,3,2,23505,2,0,4,3,0,1988,0,98001,47.319,-122.26
9541800190,10/10/14,915000,5,2.5,18850,1,0,4,4,1650,1958,0,98005,47.5955,-122.176
7129303070,08/20/14,735000,4,2.75,2415,2,1,4,3,0,1966,0,98118,47.5188,-122.256
2726049034,11/10/14,2000000,3,3.25,16387,2,1,4,3,0,2006,0,98125,47.7175,-122.278
7935000595,10/08/14,939000,3,3.5,9248,2,0,4,3,490,1933,1993,98136,47.5476,-122.397
3616600250,05/27/14,1600000,3,3.25,19000,2,0,4,3,0,1985,0,98177,47.724,-122.373
5493110020,01/16/15,1950000,4,2.75,18745,2,0,4,4,1190,1989,0,98004,47.6042,-122.21
8644500010,03/20/15,715000,3,1.75,7276,1.5,0,4,4,500,1928,0,98117,47.6989,-122.399
2425049063,09/11/14,3640900,4,3.25,22257,2,1,4,4,0,1990,0,98039,47.6409,-122.241
1732800780,02/12/15,3065000,5,3,7500,2.5,0,4,5,640,1909,0,98119,47.6303,-122.362
3585900305,10/30/14,999000,3,2.5,23292,1,0,4,3,630,1956,0,98177,47.7608,-122.374
9536600010,12/23/14,520000,4,0.75,8277,1,1,4,4,640,1923,1986,98198,47.3648,-122.325
7936500221,01/14/15,658000,2,1,14244,1,1,4,1,0,1926,0,98136,47.5476,-122.399
1568100920,04/08/15,1950000,4,2.5,14554,2,1,4,3,1270,2012,0,98155,47.7364,-122.286
8073000585,07/15/14,840500,4,2.25,12174,1,1,4,3,800,1948,0,98178,47.5114,-122.245
3999300290,10/16/14,850000,3,3.5,11148,2,0,4,4,560,1977,0,98008,47.5845,-122.115
777100005,11/22/14,1650000,3,2.25,6203,1,1,4,5,1130,1959,0,98074,47.6163,-122.068
7855300460,09/23/14,1000000,3,2.75,8900,1,0,4,4,700,1971,0,98006,47.5648,-122.156
7779200275,06/13/14,760000,4,2.5,10285,1,0,4,3,720,1958,0,98146,47.4871,-122.36
624069108,08/12/14,3200000,4,3.25,28206,1,1,4,4,3500,1991,0,98075,47.5928,-122.086
4030100005,12/09/14,1800000,5,3.75,39094,2,1,4,3,0,1938,0,98155,47.7519,-122.276
1818800235,09/05/14,1100000,4,2.75,7750,1,0,4,5,1700,1958,0,98116,47.5718,-122.406
4030100290,10/01/14,1680000,5,3.5,7197,3,1,4,3,1650,1998,0,98155,47.7561,-122.271
3585900190,10/06/14,825000,3,2.5,38400,1,0,4,3,1530,1955,2015,98177,47.7611,-122.372
6117502230,12/01/14,1637500,3,3.5,21164,2,1,4,3,0,1975,1990,98166,47.4418,-122.354
8653600050,02/25/15,572000,3,1.75,22767,1.5,0,4,5,0,1908,0,98074,47.6144,-122.067
7363600185,03/30/15,1187500,3,2.25,10625,1,0,4,3,940,1976,0,98115,47.6915,-122.273
8073000491,12/11/14,700000,4,1.75,7139,1,1,4,3,800,1957,0,98178,47.5121,-122.248
4139420190,05/12/15,2480000,4,5,16909,1,0,4,3,2220,1992,0,98006,47.5515,-122.113
7351200050,12/18/14,1335000,4,1.75,13342,1.5,1,4,3,0,1934,1958,98125,47.7308,-122.282
7403200050,11/13/14,1600000,3,2.25,23065,1,1,4,3,1450,1980,0,98028,47.7434,-122.263
6117500460,06/30/14,1309500,4,2.5,12215,1,1,4,3,1090,1956,0,98166,47.4396,-122.353
284000095,09/22/14,1200000,2,2.25,17861,2,1,4,4,0,1956,0,98146,47.502,-122.385
3760500280,10/14/14,1950000,3,2.5,12779,1.5,0,4,3,0,1968,0,98034,47.6982,-122.231
8965510190,06/10/14,1250000,4,2.5,21755,1,0,4,3,1080,1988,0,98006,47.5662,-122.108
8073000480,07/22/14,869000,2,1.75,13122,1,1,4,3,800,1954,0,98178,47.5121,-122.248
6329000190,07/29/14,750000,4,1.75,21834,1,1,4,3,1100,1960,0,98146,47.4996,-122.378
9542100005,10/24/14,1125000,5,3,10260,1,0,4,4,1620,1967,0,98005,47.5919,-122.176
7935000280,08/12/14,2195000,5,3.25,35765,2.5,0,4,5,270,1911,0,98136,47.5463,-122.397
2818600010,03/14/15,1185000,7,3.5,8342,2,0,4,3,1050,1968,0,98117,47.7011,-122.392
825059178,09/23/14,2574000,4,3.75,20424,2,1,4,3,1816,1999,0,98033,47.6646,-122.208
4441300170,01/12/15,1300000,4,2.5,11857,2,0,4,3,1070,1990,0,98117,47.6952,-122.402
3754501060,09/18/14,910000,2,2.5,5150,2,0,4,3,0,1992,0,98034,47.7056,-122.223
3880900170,08/05/14,2300000,4,2.5,7100,2,0,4,3,1100,1911,1987,98119,47.6285,-122.362
3585900080,03/26/15,1070000,6,3.25,21400,2,0,4,4,0,1952,0,98177,47.7602,-122.372
4107100190,03/24/15,2500000,4,3.75,14850,1,0,4,3,1610,1951,2013,98004,47.6227,-122.216
3585901025,06/13/14,1735000,3,2.5,32093,1.5,0,4,5,1800,1982,0,98177,47.7624,-122.38
